trial,endState,user,redirector,resetCount,virtualDistance,gtChangeMax,gcChangeMax,gtChangeAvg,gcChangeAvg
223,Normal,0,PredRedLPP,4,100.002,4,8.333334,0.0692786,0.1821696
223,Normal,1,PredRedLPP,7,99.9753,2.600001,8.333334,0.1003909,0.2578624
224,Normal,0,PredRedLPP,1,99.97218,2.6,10,0.01140443,0.06687785
224,Normal,1,PredRedLPP,1,100.0034,2.6,9.714286,0.01731784,0.1671445
225,Normal,0,PredRedLPP,8,99.98003,2.600001,10,0.07675119,0.1894842
225,Normal,1,PredRedLPP,7,99.99894,3.333332,10,0.1297274,0.2523724
226,Normal,0,PredRedLPP,1,100.0058,2.6,9.428572,0.01456102,0.09941882
226,Normal,1,PredRedLPP,0,99.97417,0,10,0,0.04496788
227,Normal,0,PredRedLPP,0,100.0025,0,2,0,0.03438575
227,Normal,1,PredRedLPP,0,99.97817,1.199999,3.333333,0.004376366,0.1281651
228,Normal,0,PredRedLPP,8,100.0031,2.600001,10,0.08129034,0.1884134
228,Normal,1,PredRedLPP,8,99.96696,2.6,8.333334,0.08436254,0.1964539
229,Normal,0,PredRedLPP,6,100.0006,3.100001,8.333334,0.08111008,0.2095779
229,Normal,1,PredRedLPP,7,99.97024,4,10,0.07246927,0.2605308
230,Normal,0,PredRedLPP,7,99.97372,2.800001,10,0.07803811,0.2363994
230,Normal,1,PredRedLPP,7,99.99921,3.200001,10,0.08066231,0.1977954
231,Normal,0,PredRedLPP,8,100.0045,3.428572,10,0.118355,0.248355
231,Normal,1,PredRedLPP,8,99.96827,2.6,10,0.08781817,0.1980086
232,Normal,0,PredRedLPP,1,99.98129,2.6,5,0.006403416,0.03201707
232,Normal,1,PredRedLPP,0,100.0027,1.399999,4.571428,0.008964777,0.1003202
233,Normal,0,PredRedLPP,0,100.0026,1.399999,8,0.008879488,0.06100875
233,Normal,1,PredRedLPP,1,99.97737,2.6,8.571428,0.01437632,0.1124031
234,Normal,0,PredRedLPP,0,99.97255,0.1999998,8,0.0002141326,0.08055468
234,Normal,1,PredRedLPP,1,100.0018,2.6,8.571428,0.0146324,0.08080963
235,Normal,0,PredRedLPP,7,99.97463,2.6,10,0.0723688,0.2290395
235,Normal,1,PredRedLPP,7,99.99876,4,10,0.07782835,0.251484
236,Normal,0,PredRedLPP,0,100.0009,1.399999,10,0.009071269,0.08423325
236,Normal,1,PredRedLPP,0,99.97131,2.600001,2,0.01187905,0.07343412
237,Normal,0,PredRedLPP,0,100.0019,1.199999,6.666667,0.004303348,0.06067019
237,Normal,1,PredRedLPP,1,99.96974,2.6,2,0.01142857,0.0973545
238,Normal,0,PredRedLPP,4,100.0026,2.82381,10,0.0723404,0.2078845
238,Normal,1,PredRedLPP,5,99.97942,3.800001,10,0.08046421,0.245648
239,Normal,0,PredRedLPP,0,100.0032,0,8,0,0.04064171
239,Normal,1,PredRedLPP,1,99.97376,2.6,5.333333,0.0119786,0.0905526
240,Normal,0,None,16,99.97163,0,0,0,0
241,Normal,0,None,17,99.9735,0,0,0,0
242,Normal,0,None,13,99.9801,0,0,0,0
243,Normal,0,None,11,99.98417,0,0,0,0
244,Normal,0,None,12,99.96684,0,0,0,0
245,Normal,0,None,17,99.97269,0,0,0,0
246,Normal,0,None,15,99.97813,0,0,0,0
247,Normal,0,None,16,99.97646,0,0,0,0
248,Normal,0,None,11,99.97079,0,0,0,0
249,Normal,0,None,12,99.9743,0,0,0,0
250,Normal,0,None,13,99.98139,0,0,0,0
251,Normal,0,None,12,99.97843,0,0,0,0
252,Normal,0,None,21,99.96656,0,0,0,0
253,Normal,0,None,13,99.9836,0,0,0,0
254,Normal,0,None,16,99.96853,0,0,0,0
255,Normal,0,None,25,99.97668,0,0,0,0
256,Normal,0,None,24,99.97397,0,0,0,0
257,Normal,0,None,14,99.96973,0,0,0,0
258,Normal,0,None,20,99.97891,0,0,0,0
259,Normal,0,None,23,99.97695,0,0,0,0
260,Normal,0,None,24,99.97736,0,0,0,0
261,Normal,0,None,2,99.97419,0,0,0,0
262,Normal,0,None,12,99.97707,0,0,0,0
263,Normal,0,None,19,99.97378,0,0,0,0
264,Normal,0,None,15,99.97505,0,0,0,0
265,Normal,0,None,21,99.97855,0,0,0,0
266,Normal,0,None,11,99.97126,0,0,0,0
267,Normal,0,None,23,99.97577,0,0,0,0
268,Normal,0,None,14,99.97639,0,0,0,0
269,Normal,0,None,16,99.98472,0,0,0,0
270,Normal,0,S2C,10,99.98683,0,10,0,0.04814724
271,Normal,0,S2C,10,99.97993,0,10,0,0.05742176
272,Normal,0,S2C,9,99.9775,0,10,0,0.008733625
273,Normal,0,S2C,0,99.97192,0,10,0,0.01085776
274,Normal,0,S2C,0,99.97646,0,0,0,0
275,Normal,0,S2C,9,99.97522,0,10,0,0.01760563
276,Normal,0,S2C,10,99.98061,0,10,0,0.05300136
277,Normal,0,S2C,9,99.96972,0,10,0,0.02606429
278,Normal,0,S2C,9,99.9759,0,10,0,0.008756567
279,Normal,0,S2C,10,99.98324,0,10,0,0.09029064
280,Normal,0,S2C,9,99.98893,0,4.285714,0,0.01762115
281,Normal,0,S2C,9,99.97657,0,10,0,0.06238012
282,Normal,0,S2C,10,99.98411,0,10,0,0.05409194
283,Normal,0,S2C,0,99.98071,0,10,0,0.01079914
